date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2018.04.02,309.0000000000037,-48.000000000003595,-175.99999999998772,-53.999999999998494,-83.9999999999952,-67.9999999999903,-567.9999999999907,-168.0000000000126,-204.9999999999983,-233.00000000000543,-39.999999999995595,65.00000000000395,27.00000000001035,-557.9999999999927,226.00000000001506,809.0000000000152,176.9999999999925,48.000000000003595,270.00000000001467,-546.000000000002,-243.99999999999977,-48.99999999999238,-134.0000000000008,-125.99999999998168,,-1369.9999999998884
2018.04.02,307.00000000001285,-43.00000000001525,-185.99999999999284,-41.000000000002146,-69.9999999999923,-98.99999999999353,-546.9999999999864,-171.00000000001003,-207.9999999999984,-217.0000000000005,-19.999999999997797,85.00000000000173,25.00000000000835,-561.000000000007,234.00000000000088,804.0000000000047,191.0000000000025,82.00000000000429,283.000000000011,-499.000000000005,-242.00000000000443,-30.9999999999917,-124.99999999999733,-66.99999999999484,,-1115.9999999999427
2018.04.02,268.0000000000016,-17.000000000000348,-223.99999999998954,-63.99999999999739,-86.99999999999264,-81.9999999999932,-556.0000000000009,-165.9999999999995,-218.00000000000352,-228.00000000000597,-39.999999999995595,100.99999999999554,25.00000000000835,-580.9999999999889,217.0000000000005,789.0000000000175,198.99999999998386,53.999999999998494,259.0000000000092,-452.00000000000796,-248.00000000000466,-39.99999999999204,-124.99999999999733,-69.9999999999923,,-1285.9999999999466
2018.04.02,263.00000000001324,8.999999999992347,-204.9999999999983,-66.99999999999484,-85.99999999999719,-71.99999999999429,-543.999999999989,-158.99999999999804,-204.9999999999983,-221.99999999999997,-35.999999999991594,80.00000000000229,33.000000000005244,-557.9999999999927,221.00000000000452,783.0000000000003,133.99999999998613,60.000000000015596,257.0000000000183,-472.9999999999901,-250.0,-45.000000000001705,-108.99999999999244,-89.99999999999008,,-1280.9999999998906
2018.04.02,270.00000000001467,14.999999999987246,-170.99999999999227,-66.99999999999484,-104.99999999999955,-62.99999999999084,-556.0000000000009,-158.0000000000137,-168.99999999999693,-219.99999999999798,-17.999999999995797,85.99999999999719,35.00000000000725,-514.00000000001,229.00000000001253,824.0000000000025,132.99999999998136,60.99999999999994,279.00000000000705,-465.0000000000043,-212.0000000000033,-72.99999999999329,-132.99999999999423,-79.99999999999119,,-1071.9999999999695
2018.04.02,239.00000000001143,20.999999999982144,-211.9999999999891,-75.00000000000284,-92.99999999999864,-57.99999999999139,-577.9999999999897,-171.00000000001003,-180.99999999999739,-239.0000000000003,-24.999999999997247,104.00000000000409,19.00000000000235,-568.9999999999884,179.00000000001802,803.0000000000203,145.99999999998658,35.00000000000725,288.0000000000216,-436.9999999999985,-245.00000000000455,-52.99999999999727,-124.99999999999733,-44.99999999998394,,-1271.9999999998927
2018.04.02,232.00000000000998,20.999999999982144,-210.99999999999852,-83.9999999999952,-117.00000000000044,-67.9999999999903,-614.0000000000034,-172.0000000000166,-179.00000000000205,-234.00000000000088,-26.999999999999247,97.00000000000264,30.000000000007798,-539.0000000000157,209.00000000001472,810.0000000000218,120.9999999999809,49.00000000001015,290.00000000001245,-455.99999999998977,-240.0000000000091,-79.9999999999983,-142.99999999999312,-46.999999999997044,,-1351.999999999967
2018.04.02,273.9999999999965,7.999999999985796,-183.9999999999975,-96.00000000000719,-120.99999999999334,-65.99999999999939,-665.9999999999889,-182.99999999999983,-147.00000000000557,-246.00000000000176,-29.999999999996696,102.00000000000209,60.99999999999994,-568.000000000012,269.00000000000813,900.0000000000119,99.99999999999432,40.0000000000178,296.0000000000074,-472.9999999999901,-209.00000000000318,-101.99999999998965,-139.00000000000023,-39.999999999995595,,-1219.9999999999573
2018.04.02,314.99999999999864,-34.000000000000696,-197.9999999999933,-80.99999999999774,-101.99999999999099,-86.99999999999264,-655.9999999999899,-208.00000000000819,-165.00000000000625,-251.99999999999667,-56.0000000000005,117.00000000000044,51.000000000001044,-616.0000000000139,276.00000000000955,865.0000000000047,155.9999999999775,46.0000000000127,275.000000000003,-435.0000000000076,-246.00000000000932,-51.00000000000193,-127.99999999999478,-47.99999999998139,,-1261.999999999978
2018.04.02,354.9999999999942,-72.0000000000054,-165.99999999999682,-11.00000000000545,-53.999999999998494,-115.99999999999389,-696.999999999992,-233.00000000001654,-183.00000000000693,-277.000000000005,-84.99999999999064,124.99999999999733,52.000000000007596,-615.0000000000091,256.00000000001177,835.000000000008,176.9999999999925,41.000000000002146,251.00000000000122,-431.99999999998795,-255.00000000000966,-22.999999999996135,-113.99999999999189,-71.99999999998319,,-1312.9999999999743
2018.04.02,392.9999999999989,-125.00000000001954,-156.99999999999648,11.999999999989797,-25.999999999992696,-125.99999999999278,-639.9999999999961,-182.0000000000155,-236.99999999999477,-239.0000000000003,-46.999999999997044,97.00000000000264,52.000000000007596,-704.0000000000077,261.0000000000001,835.000000000008,193.9999999999884,37.00000000002035,242.00000000000887,-465.0000000000043,-273.00000000001035,-6.000000000000227,-110.99999999999443,-75.99999999998718,,-1290.9999999999845
2018.04.02,476.0000000000098,-125.00000000001954,-152.9999999999916,51.000000000001044,-5.999999999994898,-125.99999999999278,-662.9999999999914,-172.0000000000166,-251.99999999999534,-229.99999999999687,-31.999999999998696,70.0000000000034,70.0000000000034,-743.9999999999998,298.00000000002046,891.0000000000196,242.999999999995,34.000000000000696,261.0000000000001,-517.9999999999962,-293.00000000000637,11.00000000000989,-114.99999999999844,-120.99999999999334,,-1144.9999999999284
2018.04.02,465.0000000000043,-116.00000000000499,-146.99999999999136,60.99999999999994,-26.999999999999247,-109.99999999999899,-632.9999999999947,-168.99999999999693,-265.00000000000057,-239.0000000000003,-39.00000000000014,44.99999999999504,73.00000000000084,-711.9999999999891,273.0000000000121,864.0000000000203,217.9999999999893,21.00000000000435,225.00000000000853,-547.999999999993,-302.0000000000067,-16.999999999995907,-140.99999999999113,-124.99999999999733,,-1344.9999999999256
2018.04.02,486.00000000000864,-131.99999999999878,-119.99999999999034,73.99999999999629,-30.999999999992145,-88.99999999999464,-620.9999999999827,-145.00000000001734,-259.00000000000034,-217.0000000000005,14.000000000002899,32.999999999994145,69.00000000000794,-699.9999999999886,283.000000000011,969.0000000000199,222.99999999998477,39.00000000001125,333.0000000000055,-577.0000000000052,-274.0000000000009,-25.99999999999625,-164.99999999999292,-108.99999999998133,,-941.9999999998998
2018.04.02,492.0000000000035,-130.0000000000079,-126.99999999999534,68.00000000000139,-51.99999999999649,-85.99999999999719,-598.999999999994,-147.00000000000824,-265.00000000000057,-218.00000000000708,23.00000000000635,24.000000000001798,70.0000000000034,-699.0000000000123,282.0000000000045,974.0000000000082,234.99999999998522,46.0000000000127,353.0000000000033,-607.0000000000019,-284.000000000006,-39.99999999999204,-201.99999999999108,-90.99999999999665,,-979.9999999999761
2018.04.02,448.000000000004,-121.00000000001555,-148.9999999999867,58.000000000002494,-63.99999999999739,-102.99999999999754,-620.9999999999827,-158.0000000000137,-278.0000000000058,-241.99999999999778,9.00000000000345,31.999999999998696,60.00000000000449,-706.9999999999936,255.00000000000523,969.0000000000199,235.99999999999,14.000000000002899,347.0000000000084,-585.9999999999976,-301.00000000000193,-42.00000000000159,-203.99999999999307,-72.99999999998974,,-1220.9999999999352
2018.04.02,453.0000000000145,-96.00000000000719,-150.99999999999625,39.999999999995595,-44.99999999999504,-102.99999999999754,-595.9999999999966,-155.00000000001623,-257.000000000005,-233.00000000000543,2.000000000002,75.00000000000284,69.00000000000794,-676.9999999999925,258.0000000000027,948.9999999999999,220.99999999997522,22.0000000000109,328.00000000001717,-489.0000000000061,-285.0000000000108,-21.000000000000796,-166.99999999999494,-54.99999999998284,,-912.9999999999781
2018.04.02,456.00000000001194,-137.00000000000932,-140.99999999999113,35.999999999991594,-36.999999999998145,-136.99999999999824,-619.9999999999983,-156.00000000000057,-251.00000000000477,-226.00000000000398,4.999999999999449,73.00000000000084,70.0000000000034,-699.0000000000123,298.00000000002046,959.0000000000209,212.99999999999386,33.00000000001635,310.0000000000103,-482.00000000000466,-275.0000000000057,-30.000000000001137,-158.99999999999804,-58.000000000002494,,-954.9999999999594
2018.04.02,507.9999999999973,-229.00000000001253,-143.00000000000068,90.99999999999665,-21.999999999999797,-166.99999999999494,-626.9999999999998,-190.00000000000128,-301.00000000000193,-228.00000000000597,3.0000000000085514,70.0000000000034,52.000000000007596,-759.9999999999909,285.00000000000193,966.0000000000002,239.99999999998067,41.000000000002146,328.00000000001717,-543.0000000000045,-308.00000000000693,-13.999999999995794,-179.99999999999127,-32.999999999994145,,-1160.9999999999848
2018.04.02,550.000000000006,-258.0000000000027,-196.99999999998852,99.00000000000463,-78.99999999999574,-158.99999999999804,-651.0000000000016,-229.99999999999687,-355.99999999999454,-278.00000000000045,36.0000000000027,58.000000000002494,36.0000000000027,-860.0000000000136,219.00000000001364,1057.000000000019,354.99999999998977,26.999999999999247,466.00000000001086,-632.9999999999947,-409.000000000006,-27.999999999991587,-306.9999999999906,-14.000000000002899,,-1555.999999999927
2018.04.02,482.00000000000466,-206.00000000001728,-262.999999999991,85.00000000000173,-158.99999999999804,-100.99999999999554,-635.9999999999922,-226.00000000001506,-381.0000000000002,-263.0000000000021,91.00000000000774,34.99999999999615,25.00000000000835,-860.99999999999,229.00000000001253,1201.0000000000077,389.99999999998636,55.000000000005045,609.0000000000151,-682.0000000000048,-393.0000000000007,-87.99999999999386,-330.9999999999924,28.000000000005798,,-1359.9999999999413
2018.04.02,402.0000000000135,-181.00000000000892,-282.99999999998704,55.99999999998939,-146.99999999999713,-118.99999999999133,-609.9999999999994,-221.00000000000452,-388.9999999999958,-270.0000000000036,81.00000000000884,43.999999999999595,-8.999999999992347,-862.9999999999995,136.00000000000279,1076.0000000000102,350.9999999999991,0.0,545.0000000000177,-679.9999999999917,-404.0000000000106,-60.99999999999284,-312.00000000000114,19.999999999997797,,-1837.9999999999366
2018.04.02,252.0000000000078,-136.00000000000279,-260.9999999999957,-4.000000000004,-181.9999999999933,-118.99999999999133,-546.9999999999864,-171.00000000001003,-385.9999999999957,-267.00000000000614,82.00000000000429,-4.000000000004,4.000000000004,-752.0000000000095,67.00000000001705,1024.0000000000027,220.99999999997522,-62.99999999999084,491.0000000000192,-618.9999999999918,-410.0000000000108,-121.99999999999989,-314.99999999999864,-11.999999999989797,,-2228.9999999999504
2018.04.02,270.99999999999903,-120.00000000000898,-271.99999999999136,-62.000000000006494,-242.99999999999324,-112.99999999999643,-546.000000000002,-157.00000000000713,-335.9999999999985,-231.99999999999886,69.00000000000794,-26.000000000003798,17.000000000000348,-667.0000000000016,124.00000000001299,1019.0000000000143,175.99999999998772,-32.999999999994145,474.0000000000189,-652.9999999999925,-332.00000000000784,-180.99999999999739,-334.9999999999964,-1.999999999990898,,-2159.999999999946
2018.04.02,356.00000000000074,-150.00000000000568,-158.99999999999181,-161.00000000001114,-193.99999999999417,-121.99999999999989,-743.9999999999891,-204.00000000000418,-266.00000000000534,-231.0000000000034,31.999999999998696,53.999999999998494,17.000000000000348,-635.9999999999957,226.99999999999943,1059.00000000001,-30.000000000001137,58.000000000002494,447.0000000000196,-558.9999999999984,-270.00000000001023,-232.99999999998988,-251.99999999999667,19.999999999997797,,-1940.9999999999688
2018.04.02,310.9999999999946,72.99999999998974,-62.99999999998818,-297.9999999999983,-242.99999999999324,-29.999999999996696,-774.9999999999924,-161.00000000001114,12.000000000000455,-206.00000000000617,31.000000000003247,51.000000000001044,159.00000000000912,-485.99999999999,508.00000000001955,1175.000000000015,-311.00000000000705,43.00000000001525,353.0000000000033,-434.000000000001,-57.00000000000216,-408.00000000000125,-183.99999999999528,35.00000000000725,,-904.9999999999243
2018.04.02,134.00000000001188,147.99999999999258,74.00000000001228,-436.9999999999985,-306.9999999999906,-13.999999999991797,-698.999999999983,-97.00000000001374,156.99999999999648,-213.00000000000762,26.999999999999247,53.999999999998494,149.00000000001023,-224.99999999999432,445.0000000000065,1142.0000000000207,-680.0000000000068,-21.999999999988695,290.00000000001245,-411.99999999999017,114.99999999999488,-554.9999999999926,-165.9999999999995,19.00000000001345,,-1072.9999999998886
2018.04.02,134.99999999999625,249.99999999999466,71.00000000001216,-394.00000000000546,-310.9999999999946,60.99999999999994,-727.9999999999953,-141.00000000001333,307.00000000000216,-226.99999999999943,29.000000000001247,53.999999999998494,142.00000000000878,-68.9999999999884,370.00000000000364,1129.0000000000023,-587.0000000000175,-59.99999999999339,321.0000000000157,-434.000000000001,143.00000000000068,-533.9999999999918,-210.99999999999451,26.0000000000149,,-657.999999999944
2018.04.02,185.99999999999727,245.99999999999068,44.00000000001114,-353.0000000000033,-274.9999999999919,65.99999999999939,-741.9999999999982,-141.00000000001333,269.00000000000546,-238.0000000000049,8.000000000008,80.00000000000229,153.00000000000313,-122.99999999999045,453.0000000000145,1118.0000000000189,-491.00000000001387,-7.999999999985796,304.00000000001535,-442.9999999999934,128.0000000000001,-457.9999999999984,-166.99999999999494,-34.99999999998504,,-418.99999999990735
2018.04.02,154.0000000000097,251.00000000000122,130.00000000000966,-409.99999999999926,-329.999999999997,76.0000000000094,-732.9999999999836,-148.99999999999915,341.99999999999875,-224.9999999999974,4.999999999999449,60.99999999999994,148.0000000000037,0.0,422.00000000001125,1123.0000000000073,-692.0000000000073,15.00000000000945,321.0000000000157,-469.99999999999267,164.00000000000148,-653.9999999999964,-178.00000000000037,-32.999999999994145,,-661.9999999998904
2018.04.02,205.99999999999508,145.99999999997948,287.00000000000614,-480.99999999999807,-333.9999999999899,53.00000000000304,-712.9999999999859,-121.99999999999989,471.9999999999942,-157.00000000000713,70.0000000000034,4.999999999999449,158.0000000000026,168.00000000000637,618.0000000000074,1277.000000000017,-823.0000000000075,137.00000000000932,426.9999999999996,-570.0000000000039,340.999999999994,-777.000000000001,-168.00000000000148,39.00000000001125,,259.0000000000333
2018.04.02,321.0000000000157,120.99999999999334,376.0000000000048,-564.000000000009,-342.9999999999933,73.00000000000084,-658.0000000000031,-87.99999999999919,402.000000000001,2.000000000002,175.00000000000293,-48.99999999999905,146.00000000000168,215.0000000000034,913.0000000000083,1392.0000000000155,-787.0000000000061,424.00000000000216,558.0000000000141,-625.9999999999932,488.9999999999901,-829.9999999999983,-91.99999999999208,29.00000000001235,,1599.0000000000748
2018.04.02,275.000000000003,146.99999999998602,294.00000000001114,-561.0000000000115,-329.999999999997,75.00000000000284,-614.0000000000034,-50.0000000000167,322.9999999999933,-1.0000000000065512,177.00000000000495,-60.00000000000449,138.00000000000477,150.00000000000568,833.000000000017,1339.0000000000014,-673.0000000000018,355.0000000000164,509.00000000000387,-618.9999999999918,417.99999999999216,-725.9999999999991,-73.99999999999629,29.00000000001235,,1354.0000000000264
2018.04.02,276.00000000000955,146.99999999998602,260.0000000000051,-534.9999999999966,-312.9999999999966,91.00000000000774,-601.9999999999915,-41.000000000002146,298.0000000000018,-9.999999999998899,156.00000000000057,-156.99999999999602,140.0000000000068,103.999999999985,795.0000000000124,1303.0000000000098,-639.00000000001,348.00000000001495,499.000000000005,-628.0000000000064,373.9999999999952,-661.0000000000014,-70.99999999999883,5.000000000010552,,1139.0000000000518
2018.04.02,304.00000000001535,130.99999999999224,220.00000000001307,-520.9999999999936,-309.99999999999915,20.0000000000089,-665.0000000000044,-73.00000000001194,278.99999999999636,-151.00000000000114,87.00000000000374,-60.00000000000449,165.00000000000404,-15.00000000001478,552.0000000000191,1249.0000000000111,-617.0000000000186,85.00000000000173,403.00000000002,-598.999999999994,225.9999999999991,-649.9999999999915,-165.9999999999995,-5.999999999994898,,-111.999999999943
2018.04.02,304.9999999999997,131.99999999999878,218.00000000000352,-340.00000000000693,-276.9999999999939,30.000000000007798,-685.0000000000023,-111.00000000001664,311.9999999999976,-143.9999999999997,89.00000000000574,-19.999999999997797,157.00000000000713,-1.0000000000047748,568.000000000013,1221.0000000000055,-514.00000000001,121.99999999999989,408.00000000000836,-648.9999999999885,231.99999999999932,-560.0000000000023,-181.9999999999933,-39.999999999995595,,271.0000000000348
2018.04.02,300.00000000001137,162.99999999997982,240.99999999999966,-307.00000000001285,-274.9999999999919,90.0000000000012,-697.9999999999986,-124.00000000001299,346.00000000000364,-174.00000000000747,62.000000000006494,-56.0000000000005,163.00000000000205,24.00000000000091,530.0000000000082,1176.0000000000214,-540.0000000000205,100.0000000000112,371.00000000001023,-648.0000000000041,241.99999999999022,-554.000000000002,-179.99999999999127,-83.9999999999952,,168.00000000000875
2018.04.03,285.00000000000193,142.99999999998204,256.0000000000002,-299.00000000000483,-367.99999999999056,115.00000000000954,-743.9999999999891,-140.0000000000068,314.9999999999977,-138.00000000000477,85.00000000000173,-146.00000000000168,154.0000000000097,43.00000000000637,477.0000000000163,1108.00000000002,-632.000000000005,78.00000000000028,342.00000000002007,-585.9999999999976,259.9999999999909,-673.0000000000018,-319.99999999999807,-55.99999999998939,,-440.999999999933
2018.04.03,326.0000000000041,153.9999999999875,256.0000000000002,-285.00000000000193,-256.0000000000007,85.00000000000173,-746.9999999999866,-134.99999999999625,384.00000000000034,-141.00000000000225,60.99999999999994,-68.99999999999685,182.00000000000438,39.99999999999204,590.0000000000016,1211.0000000000066,-621.0000000000093,86.0000000000083,362.00000000001785,-644.0000000000001,256.9999999999908,-585.9999999999985,-178.00000000000037,-86.99999999999264,,245.00000000002964
2018.04.03,314.99999999999864,157.99999999999147,278.0000000000058,-297.0000000000139,-288.9999999999948,97.00000000000264,-734.9999999999968,-104.99999999999955,406.9999999999965,-161.00000000000003,90.0000000000012,-33.000000000005244,192.00000000000327,39.99999999999204,591.0000000000082,1266.0000000000116,-604.0000000000134,99.00000000000463,392.00000000001455,-645.999999999991,278.99999999999636,-604.9999999999898,-197.99999999999818,-70.99999999999883,,460.000000000025
2018.04.03,336.00000000000296,181.9999999999933,282.0000000000107,-300.99999999999574,-294.9999999999897,131.00000000000333,-712.9999999999859,-90.00000000001229,412.9999999999967,-146.00000000000168,116.00000000000499,-34.000000000000696,200.00000000000017,61.9999999999834,617.0000000000009,1376.0000000000216,-629.0000000000191,113.00000000000753,470.00000000001484,-645.0000000000067,298.0000000000018,-635.9999999999957,-209.9999999999991,-73.99999999999629,,823.000000000039
2018.04.03,348.9999999999993,158.99999999999804,317.0000000000073,-293.99999999999426,-267.99999999999045,107.00000000000153,-731.9999999999993,-85.00000000000173,418.00000000000637,-145.00000000000622,92.99999999999864,-43.00000000000415,202.0000000000022,73.99999999998386,650.0000000000173,1326.000000000005,-688.0000000000166,103.00000000000864,418.0000000000073,-652.0000000000082,304.9999999999926,-626.9999999999953,-174.99999999999181,-89.99999999999008,,722.00000000003
2018.04.03,327.99999999999494,192.99999999999872,347.0000000000084,-364.00000000000875,-319.99999999999807,126.0000000000039,-703.9999999999935,-33.00000000001635,438.0000000000024,-118.00000000000699,123.00000000000644,-109.00000000000354,224.000000000002,144.00000000000546,681.0000000000205,1381.00000000001,-799.0000000000066,96.00000000000719,431.0000000000036,-761.999999999996,353.9999999999992,-719.9999999999989,-191.99999999999218,-146.00000000000168,,599.00000000004
2018.04.03,324.9999999999975,175.99999999999838,312.0000000000118,-347.0000000000084,-314.99999999999864,134.0000000000008,-727.9999999999953,-69.00000000000794,447.00000000000273,-211.00000000000563,24.000000000001798,-85.00000000000173,209.00000000000364,112.99999999999955,493.0000000000101,1151.0000000000132,-817.0000000000073,-47.99999999998139,255.00000000000523,-712.0000000000015,250.0,-723.9999999999895,-204.99999999999963,-221.99999999998886,,-593.9999999999411
2018.04.03,356.00000000000074,150.99999999999002,332.00000000000784,-205.99999999999508,-231.99999999999886,114.00000000000298,-743.0000000000048,-110.00000000001009,450.00000000000284,-206.00000000000617,7.0000000000014495,-65.99999999999939,203.00000000000873,96.00000000000364,503.000000000009,1151.0000000000132,-801.0000000000161,-15.999999999993797,251.00000000000122,-753.0000000000036,268.0000000000007,-674.9999999999972,-202.9999999999976,-243.99999999999977,,-372.9999999999802
2018.04.03,395.99999999999636,112.000000000001,228.00000000000864,-200.00000000000017,-183.99999999999528,129.00000000000134,-829.9999999999974,-134.99999999999625,329.9999999999983,-219.00000000000253,-26.999999999999247,-75.00000000000284,203.00000000000873,-132.000000000005,540.0000000000072,1134.0000000000127,-640.0000000000148,18.0000000000069,237.00000000002052,-844.0000000000003,156.99999999999648,-537.9999999999967,-136.99999999999824,-313.99999999999204,,-790.9999999999427
2018.04.03,334.9999999999964,154.99999999999403,228.9999999999992,-205.99999999999508,-207.99999999999707,203.00000000000873,-802.9999999999982,-141.00000000001333,384.00000000000034,-245.0000000000063,-46.999999999997044,-124.00000000000189,199.00000000000472,-40.99999999999682,491.0000000000192,1074.0000000000193,-596.0000000000036,-30.999999999981043,186.0000000000195,-964.9999999999936,170.99999999999227,-513.9999999999958,-161.99999999999548,-427.99999999998397,,-1083.9999999999054
2018.04.03,394.00000000000546,120.99999999999334,282.0000000000107,-177.00000000000495,-153.99999999999858,159.00000000000912,-828.9999999999909,-158.99999999999804,412.00000000000614,-246.00000000000176,-75.9999999999983,-75.00000000000284,204.00000000000418,-43.00000000000637,519.0000000000028,1024.0000000000027,-597.0000000000084,-2.999999999997449,142.0000000000199,-875.999999999988,186.9999999999976,-473.99999999998954,-113.99999999999189,-374.999999999992,,-753.999999999917
2018.04.03,419.9999999999982,95.999999999985,214.00000000001285,-146.00000000000168,-131.99999999999878,131.00000000000333,-829.9999999999974,-182.99999999999983,340.999999999994,-290.9999999999968,-112.99999999999643,-85.00000000000173,202.0000000000022,-117.999999999995,432.0000000000102,964.0000000000093,-536.0000000000014,-63.99999999999739,107.00000000001265,-909.0000000000042,105.99999999999454,-453.9999999999935,-114.99999999999844,-407.0000000000018,,-1369.9999999999623
2018.04.03,431.0000000000036,75.99999999998718,237.99999999999955,-69.00000000000794,-65.99999999999939,92.00000000000318,-834.9999999999858,-192.99999999999872,355.99999999999454,-294.00000000000534,-140.99999999999113,-50.0000000000056,195.00000000000074,-116.99999999999022,420.00000000002035,908.0000000000199,-491.00000000001387,-80.99999999999774,54.0000000000207,-831.000000000004,95.99999999998943,-365.99999999999966,-87.99999999999919,-412.9999999999967,,-1168.9999999999563
